path_id,period_index,simulation_year,period_in_year,equity_log_return,muni_bond_log_return,taxable_bond_log_return
P000057,45,45,1,-0.066676489691368968,-0.029305122475710377,-0.065339167090068262
P000057,46,46,1,0.21541128913634644,0.084700978167815855,0.072926369466275176
P000057,47,47,1,0.20281858524373098,0.033654613031236735,-0.0043550174622781768
P000057,48,48,1,-0.12588550953499755,-0.028414051168796917,-0.1375561277412638
P000057,49,49,1,-0.081966775024753247,0.038888744933593955,-0.00043052208305827122
P000057,50,50,1,0.14317801551249376,0.022270167354529136,0.097210218228358958
P000058,1,1,1,0.1107506828875553,0.068065880771126963,0.02441008665110278
P000058,2,2,1,0.094825405155329001,-0.01704230503196591,0.011812732912352963
P000058,3,3,1,0.27568472862561855,0.039709476378638975,0.061430131105766783
P000058,4,4,1,0.24052654912655846,0.072718591268000843,0.11195726684953522
P000058,5,5,1,-0.47335161745236798,-0.092154462579306262,-0.2344391871735847
P000058,6,6,1,-0.19454281336017276,0.0065787516030990645,0.069539961176933396
P000058,7,7,1,0.2437929096433491,-0.039215083421457742,-0.03053532872465059
P000058,8,8,1,0.18430604155568986,-0.011302602143738127,0.026124312972598318
P000058,9,9,1,0.243589530549575,0.029840244086166479,0.099691969864286634
P000058,10,10,1,0.28073219290791629,-0.012013803686500069,0.065929247417376935
